,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.750882,AIG,America,Common Stock,NYSE,$59.18,-0.43,-0.72%,down,Market Open
