,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.471992,PEP,PepsiCo,Common Stock,NASDAQ-GS,$159.23,-2.08,-1.29%,down,Market Open
