,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.707612,CL,Colgate-Palmoliv,Common Stock,NYSE,$75.075,-0.025,-0.03%,down,Market Open
