,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.719406,AVGO,Broadco,Common Stock,NASDAQ-GS,$511.17,+1.78,+0.35%,up,Market Open
