,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.879833,LLY,El,Common Stock,NYSE,$240.16,-3.56,-1.46%,down,Market Open
