,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.127373,DOW,Do,Common Stock,NYSE,$58.36,-1.53,-2.55%,down,Market Open
