,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.166393,MSFT,Microsof,Common Stock,NASDAQ-GS,$309.68,+2.27,+0.74%,up,Market Open
