,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.226977,GD,Genera,Common Stock,NYSE,$207.18,-1.26,-0.60%,down,Market Open
