,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.340374,AMT,America,Common Stock,NYSE,$278.38,+2.34,+0.85%,up,Market Open
