,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.482152,SO,Souther,Common Stock,NYSE,$64.02,+0.31,+0.49%,up,Market Open
