,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.144861,EXC,Exelo,Common Stock,NASDAQ-GS,$51.215,+0.005,+0.01%,up,Market Open
