,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.534980,AMZN,Amazon.com,Common Stock,NASDAQ-GS,$3438.11,+23.05,+0.67%,up,Market Open
