,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.505581,NVDA,NVIDI,Common Stock,NASDAQ-GS,$226.08,+5.05,+2.28%,up,Market Open
