,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.413245,NFLX,Netflix,Common Stock,NASDAQ-GS,$652.8306,+27.6906,+4.43%,up,Market Open
