,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.761164,GE,Genera,Common Stock,NYSE,$103.395,-2.605,-2.46%,down,Market Open
