,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.301123,KO,Coca-Col,Common Stock,NYSE,$54.275,-0.355,-0.65%,down,Market Open
