,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.703732,COST,Costc,Common Stock,NASDAQ-GS,$476.64,+6.87,+1.46%,up,Market Open
