,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.082166,MRK,Merc,Common Stock,NYSE,$80.985,-0.085,-0.10%,down,Market Open
