,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.951812,DD,DuPon,Common Stock,NYSE,$71.785,-1.475,-2.01%,down,Market Open
