,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.383781,TGT,Targe,Common Stock,NYSE,$253.7901,+1.9601,+0.78%,up,Market Open
