,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:26.066976,MA,Mastercar,Common Stock,NYSE,$355.065,-1.705,-0.48%,down,Market Open
