,Time,Symbol,Company,Stock Type,Exchange,Last Sale Price,Net Change,Percent Change,Delta Indicator,Market Status
0,2021-10-21 12:01:25.854669,COP,ConocoPhillip,Common Stock,NYSE,$74.70,-1.32,-1.74%,down,Market Open
